CUSTOMER_NUMBER,txn_count,total_trans_amount,avg_trans_amount,max_trans_amount,std_trans_amount,unique_devices,unique_ips,beneficiary_count,night_txn_ratio,outside_bank_ratio,max_inactive_gap,burst_max,total_app_activities,avg_activity_hour,night_activity_ratio,password_change_count,max_daily_activity,avg_balance_ca,balance_volatility,max_cic_overdue_days,card_utilization_ratio,rule_behavior_device,rule_ato,rule_money_mule,rule_dormant_active,rule_night_anomaly,score_fraud_rule,score_behavioral_instability,score_aml_risk,final_risk_score,Risk_Segment,Fraud,Reason_Code_Details,ML_Pred,Rule_Detected,Business_Action
709822,42.0,11546000.0,274904.7619047619,5080000.0,817025.9215974343,3.0,42.0,12.0,0.0952380952380952,0.238095238095238,5.0,3.0,289.0,14.024221453287195,0.1245674740484429,1.0,18.0,1176912.995,218304.2633829245,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 42 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
473924,2.0,1472000.0,736000.0,982000.0,347896.5363437814,2.0,2.0,2.0,0.5,1.0,32.0,1.0,56.0,10.660714285714286,0.4821428571428571,2.0,15.0,78831.484,42367.74793854672,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 2 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
880210,8.0,97620000.0,12202500.0,30000000.0,11909823.97614915,2.0,8.0,8.0,0.0,0.875,27.0,2.0,131.0,13.374045801526718,0.0534351145038167,2.0,14.0,675672.0349999999,949357.1308615406,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 8 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
366155,66.0,104060800.0,1576678.7878787878,40000000.0,4914615.920559819,2.0,66.0,54.0,0.0303030303030303,0.3484848484848485,23.0,2.0,369.0,14.653116531165312,0.013550135501355,1.0,13.0,27040084.57166667,15453461.597991148,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 66 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
617261,9.0,134900000.0,14988888.888888888,50000000.0,16574863.833863346,1.0,9.0,9.0,0.0,1.0,6.0,3.0,72.0,12.97222222222222,0.0,1.0,20.0,3844929.03,0.0,1.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 50,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
635250,38.0,488198720.0,12847334.736842103,120023000.0,27777832.064512003,2.0,38.0,38.0,0.0263157894736842,0.3947368421052631,12.0,3.0,725.0,14.728275862068966,0.0468965517241379,2.0,27.0,11882546.165,7126830.092980283,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 38 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
946007,11.0,18900000.0,1718181.818181818,7000000.0,2138928.78881845,1.0,11.0,8.0,0.0,0.7272727272727273,95.0,1.0,99.0,14.424242424242424,0.0101010101010101,1.0,12.0,2043535.485,2832626.297010491,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
92655,41.0,155647300.0,3796275.6097560977,23014600.0,5586835.244115423,2.0,41.0,23.0,0.024390243902439,0.5365853658536586,29.0,2.0,304.0,14.282894736842104,0.0263157894736842,1.0,17.0,6582610.527,5337408.367451987,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 41 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
227656,115.0,141384463.0,1229430.1130434782,10400000.0,2076971.4555905077,4.0,115.0,109.0,0.0260869565217391,0.4608695652173913,8.0,4.0,841.0,14.479191438763378,0.0832342449464922,1.0,36.0,3641125.0725,1641998.5487345655,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 115 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
859620,100.0,186712607.0,1867126.07,42000000.0,4996170.472008186,3.0,100.0,98.0,0.07,0.83,12.0,4.0,413.0,14.523002421307506,0.0677966101694915,3.0,18.0,3517826.11125,3515937.603737027,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 100 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
222682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
317502,2.0,750000.0,375000.0,550000.0,247487.37341529163,2.0,2.0,2.0,0.0,1.0,72.0,1.0,140.0,13.05,0.1071428571428571,1.0,20.0,19526954.643333334,3152715.456715452,2.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 2 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
475601,109.0,9115539360.0,83628801.4678899,1000000000.0,205886476.24602947,4.0,108.0,95.0,0.0275229357798165,0.6972477064220184,12.0,4.0,585.0,14.430769230769233,0.0273504273504273,2.0,22.0,27611619.284285717,18211013.163425125,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 108 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
686233,126.0,332223400.0,2636693.6507936507,36575000.0,4488512.447816021,2.0,126.0,119.0,0.0158730158730158,0.9523809523809524,9.0,5.0,501.0,14.131736526946108,0.0219560878243512,2.0,15.0,10465039.1475,8936253.987835564,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 126 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
559630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,13.233333333333333,0.0555555555555555,2.0,25.0,1188774.65,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
189402,86.0,1023822000.0,11904906.976744186,200000000.0,28921488.3855984,4.0,86.0,85.0,0.0,0.9534883720930232,72.0,3.0,761.0,13.5742444152431,0.0,1.0,22.0,3785704.193,5356543.962395569,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 86 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
814124,6.0,301500008.0,50250001.333333336,200000000.0,74160466.9187028,2.0,6.0,6.0,0.0,0.1666666666666666,3.0,2.0,31.0,11.483870967741936,0.0,1.0,10.0,32268791.188,34936720.10154834,1.0,0,0,1,1,0,0,50.0,0.0,20.0,70.0,Critical,1,"• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 6 IP | • AML/Mule: Giao dịch khủng 200,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
973986,118.0,290901010.0,2465262.7966101696,30000000.0,4871595.903387726,2.0,118.0,70.0,0.0932203389830508,0.5677966101694916,15.0,3.0,939.0,15.34185303514377,0.0905218317358892,3.0,22.0,30659403.22,26568335.847419217,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 118 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
915905,6.0,3427266872.0,571211145.3333334,906391718.0,400844175.7386167,2.0,6.0,6.0,0.1666666666666666,0.0,53.0,1.0,632.0,11.884493670886076,0.2325949367088607,5.0,81.0,551543207.4866667,311215724.55996215,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 6 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
115136,1.0,10000.0,10000.0,10000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,37.0,11.81081081081081,0.8108108108108109,2.0,9.0,6863823.43,3382969.395352065,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
290352,63.0,78639000.0,1248238.0952380951,5060000.0,1345159.1189519323,3.0,63.0,52.0,0.0,0.7777777777777778,38.0,2.0,333.0,12.672672672672672,0.003003003003003,1.0,15.0,1117361.8241666667,1138338.328849685,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 63 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
642396,128.0,2602008686.0,20328192.859375,125400000.0,24897594.45303803,5.0,128.0,124.0,0.03125,0.96875,63.0,4.0,712.0,14.688202247191011,0.0407303370786516,2.0,28.0,16261181.339166664,23816531.633820992,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 5 máy & 128 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
962573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287454.8066666667,496509.34963453823,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
318971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
585371,24.0,336280641.0,14011693.375,70000000.0,14118672.998046158,3.0,24.0,1.0,0.2083333333333333,0.0,61.0,2.0,754.0,12.445623342175066,0.2055702917771883,1.0,29.0,3095964.95625,2027424.495206744,1.0,0,0,1,1,0,0,50.0,0.0,20.0,70.0,Critical,1,"• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 24 IP | • AML/Mule: Giao dịch khủng 70,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
250927,125.0,71012000.0,568096.0,8563000.0,1116917.2394326876,3.0,125.0,90.0,0.024,0.504,14.0,4.0,1048.0,14.465648854961833,0.0505725190839694,3.0,27.0,2290074.321111111,1884931.3573734271,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 125 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
421664,5.0,16800000.0,3360000.0,7000000.0,2241205.0330123752,1.0,5.0,5.0,0.0,1.0,25.0,1.0,161.0,12.639751552795031,0.0248447204968944,1.0,14.0,6556870.9425,5516237.569434453,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
15774,18.0,23733000.0,1318500.0,7000000.0,1841459.5953146704,2.0,18.0,16.0,0.0,0.4444444444444444,18.0,2.0,133.0,14.894736842105264,0.0,1.0,10.0,2099183.6225,1366591.411576012,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 18 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
930611,86.0,648928000.0,7545674.4186046515,50000000.0,12166369.18765811,3.0,86.0,71.0,0.2093023255813953,0.8255813953488372,22.0,3.0,895.0,13.94413407821229,0.1854748603351955,2.0,22.0,80192846.80416666,49641831.802741006,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 86 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
198461,49.0,2207572346.0,45052496.85714286,250000000.0,55283391.55401445,2.0,49.0,45.0,0.0,0.7551020408163265,15.0,3.0,396.0,12.904040404040405,0.0,2.0,16.0,376988059.022,147557103.956409,1.0,0,0,1,1,0,0,50.0,0.0,20.0,70.0,Critical,1,"• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 49 IP | • AML/Mule: Giao dịch khủng 250,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
303386,47.0,10680000.0,227234.04255319148,2000000.0,491270.3237422592,2.0,47.0,9.0,0.0,0.1914893617021276,25.0,2.0,329.0,14.01823708206687,0.0547112462006079,1.0,17.0,7400666.028181818,5224954.331157212,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 47 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
92909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717759.162,5445860.903870668,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
841078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
761196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
349129,22.0,447350000.0,20334090.90909091,443000000.0,94404154.55239904,3.0,22.0,7.0,0.0909090909090909,0.3181818181818182,14.0,4.0,218.0,13.05045871559633,0.0596330275229357,1.0,39.0,198833496.4525,185070518.3930052,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 22 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
249236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262401.865,113466.4058310496,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
879267,53.0,412962405.0,7791743.490566038,25000000.0,6404853.215084965,2.0,53.0,53.0,0.0,0.8301886792452831,15.0,4.0,445.0,13.903370786516854,0.0202247191011235,1.0,29.0,15912111.235,18040588.108161695,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 53 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
45193,41.0,453898414.0,11070693.024390245,100000000.0,21821581.14032562,2.0,41.0,41.0,0.024390243902439,0.975609756097561,28.0,2.0,454.0,13.667400881057269,0.0418502202643171,2.0,29.0,14361561.825555556,11662561.769921262,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 41 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
613797,45.0,59280000.0,1317333.3333333333,15000000.0,2503370.055817485,2.0,45.0,26.0,0.0222222222222222,0.5777777777777777,29.0,2.0,870.0,13.740229885057472,0.0402298850574712,1.0,28.0,739306.505,466811.46882042446,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 45 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
107371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10540207.445833333,3022993.00288747,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
699637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228999.97,188326.0683436555,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
376902,23.0,3644800.0,158469.5652173913,1200000.0,260872.57675797935,3.0,23.0,9.0,0.0,0.217391304347826,11.0,3.0,99.0,15.686868686868689,0.0505050505050505,2.0,13.0,881698.48,878024.907523663,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 23 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
581909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
282574,21.0,28331000.0,1349095.238095238,15500000.0,3279647.189939215,3.0,21.0,18.0,0.0476190476190476,0.7142857142857143,21.0,2.0,181.0,13.558011049723756,0.0441988950276243,2.0,16.0,3361218.7975,2306128.767902873,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 21 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
941391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
250509,17.0,35550000.0,2091176.4705882352,27620000.0,6606291.577308087,2.0,17.0,8.0,0.0588235294117647,0.4705882352941176,69.0,1.0,63.0,16.714285714285715,0.0158730158730158,1.0,9.0,18498670.793333333,15307891.143898493,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 17 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
455420,3.0,5200000.0,1733333.3333333333,5000000.0,2829016.3190291664,1.0,3.0,3.0,0.0,1.0,1.0,1.0,113.0,13.72566371681416,0.0,3.0,26.0,226112.905,277345.53000738635,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
139703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192278.255,7268.965786716151,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
741939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
67078,71.0,436279863.0,6144786.802816901,45000000.0,8906262.989464806,3.0,70.0,68.0,0.056338028169014,0.647887323943662,24.0,4.0,450.0,13.688888888888888,0.0422222222222222,2.0,22.0,3575433.6999999997,2556179.7390519627,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 70 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
297799,112.0,252289711.0,2252586.7053571427,50000000.0,6472914.72212621,3.0,111.0,84.0,0.0178571428571428,0.7321428571428571,14.0,5.0,1446.0,14.217150760719225,0.0117565698478561,1.0,32.0,7229579.0,3510317.8885002155,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 111 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
22536,121.0,661477500.0,5466756.1983471075,50000000.0,10022951.942108449,2.0,120.0,106.0,0.0,0.8181818181818182,15.0,4.0,665.0,13.756390977443608,0.0,1.0,17.0,6121273.391666667,5687597.395903785,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 120 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
472706,5.0,117823080.0,23564616.0,47000000.0,21982767.942579024,1.0,5.0,3.0,0.4,0.6,30.0,2.0,72.0,19.430555555555557,0.0972222222222222,1.0,16.0,29057272.46666667,11892231.625341468,2.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 47,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 2 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
833736,28.0,112355000.0,4012678.5714285714,30100000.0,6434499.180796587,1.0,28.0,28.0,0.0357142857142857,0.9285714285714286,22.0,2.0,985.0,12.94517766497462,0.0446700507614213,2.0,30.0,459208.665,309830.50562762696,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
695304,61.0,106717100.0,1749460.6557377048,5000000.0,1272564.252694625,2.0,61.0,32.0,0.081967213114754,0.4426229508196721,36.0,2.0,464.0,13.64439655172414,0.0646551724137931,6.0,21.0,948317.2744444446,792626.755246962,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 61 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
148629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,318870.43,404328.9749254624,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
708220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280805.16,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
411578,249.0,1844335068.0,7406968.144578313,300000000.0,33595825.196590036,10.0,248.0,194.0,0.0200803212851405,0.5301204819277109,17.0,5.0,2744.0,14.292274052478136,0.0433673469387755,2.0,42.0,18632736.693,41818528.41859723,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 10 máy & 248 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
254230,296.0,3803798600.0,12850670.945945946,480000000.0,36287344.13686525,6.0,296.0,264.0,0.0709459459459459,0.5945945945945946,21.0,7.0,2100.0,12.971904761904762,0.0628571428571428,2.0,37.0,30975023.772499997,41600128.14779736,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 6 máy & 296 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
739882,5.0,83942001.0,16788400.2,50000000.0,20957217.76147302,1.0,5.0,1.0,0.0,0.0,99.0,1.0,1208.0,12.903973509933774,0.0,4.0,38.0,2013429.00625,1038248.4989084128,3.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 50,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 3 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
322757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
330418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.041666666666668,0.0,1.0,7.0,483130.24333333335,155377.50102529387,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
324277,36.0,28358900.0,787747.2222222222,8200000.0,1584388.0829584128,3.0,36.0,26.0,0.0277777777777777,0.6111111111111112,88.0,2.0,818.0,14.508557457212714,0.0733496332518337,4.0,30.0,1728503.1963636363,861205.8098695761,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 36 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
470179,177.0,2810753090.0,15879960.960451975,770000000.0,67816334.71960683,3.0,177.0,154.0,0.0056497175141242,0.4632768361581921,9.0,4.0,1310.0,14.101526717557253,0.0030534351145038,2.0,29.0,10994028.70125,8184687.250859547,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 177 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
88329,136.0,184581107.0,1357214.0220588236,10966367.0,2316605.682948783,2.0,136.0,108.0,0.0,0.2867647058823529,21.0,5.0,1033.0,13.836398838334947,0.0009680542110358,3.0,32.0,1722666.3975,657235.3320403215,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 136 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
